id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id
4477816173426389,IwElXenml,7086313220,星星不睡_我不睡,再不打榜就老了！来#音乐人先锋榜#为@Dear-迪丽热巴@汪苏泷的新作K偏偏(电视剧《三生三世枕上书》片尾曲)打榜吧！,,,"Dear,汪苏泷",音乐人先锋榜,0,0,0,2020-03-01 23:53,OPPO R9s,,,
4477816109989321,IwElQFUG5,6330697670,石榴吧唧一口,接上一棒！！@琛琛更新动态了吗饭圈女孩调查①什么时候开始追星：2017叭？②初恋追星的爱豆是谁：迪丽热巴③对白嫖🐶什么看法：每个人有自己的追星想法④本命是谁：姚琛⑤见过自己本命吗：🈚️⑥在饭圈什么地位：无情转发机器⑦饭圈人际关系怎么样：好像需要等下看一看🤣⑧愿意为蒸煮花💰吗：为宝贝力所能及⑨有墙头吗：易烊千玺🤣⑩艾特你的人和你关系怎么样：喜欢喜欢💕⑪艾特你饭圈姐妹十位回答问题，不可以更改拒绝回答问题。@CHERRY_姚小贝@lily-0516@咯咯饼干@Angel琛@Cdxck@琛奇宝贝@泪痣小琛啊@情绪有点小凌乱018@肆肆为什么改不了名@琛哥琛哥我是仓鼠我是仓鼠（打扰了,,,"琛琛更新动态了吗,CHERRY_姚小贝,lily,咯咯饼干,Angel琛,Cdxck,琛奇宝贝,泪痣小琛啊,情绪有点小凌乱018,肆肆为什么改不了名,琛哥琛哥我是仓鼠我是仓鼠",,0,3,0,2020-03-01 23:53,iPhone客户端,,,
4477816106265890,IwElQqi2K,7135376084,冷冷Silence,我正在听汪苏泷、迪丽热巴的歌曲《偏偏》（来自@酷狗音乐），你也来听听吧！K偏偏#迪丽热巴汪苏泷偏偏#,,,酷狗音乐,迪丽热巴汪苏泷偏偏,0,0,0,2020-03-01 23:53,Android,,,
4477816076301754,IwElNqrnc,2938523365,慧光云聚,【#阿兰若沉晔虐#凄美动容】《三生三世枕上书》阿兰若和沉晔这对情虐动容，#迪丽热巴阿兰若#的梦是一个爱而不得的故事吗？阿兰若替兄从军，战死沙场，沉晔可以用毕生修为造出阿兰若的梦境，却再也见不到阿兰若了。太虐心了，好心疼阿兰若命运多舛，#心疼沉晔#悲伤离歌。L微博电视剧的微博视频,,,,"阿兰若沉晔虐,迪丽热巴阿兰若,心疼沉晔",0,0,0,2020-03-01 23:53,荣耀手机 勇敢做自己,,"http://f.video.weibocdn.com/AOsqS4tulx07BkPmaebK01041201fLif0E010.mp4?label=mp4_720p&template=1280x720.25.0&trans_finger=1f0da16358befad33323e3a1b7f95fc9&ori=0&ps=1BVp4ysnknHVZu&Expires=1676270001&ssig=DDdozHluW2&KID=unistore,video",
4477816068725877,IwElMABZX,7233563803,87永爱热巴,迪丽热巴今天真的超级高兴，跟朋友聊天，说自己在追剧，朋友问我在追什么剧，我说是三生三世枕上书，她说她妈妈也在追。还有我的一些同学，也都发信息给我问我枕上书好不好看，想追。还有一些同学跟我说热巴好好看，天天都在追。zss实火🔥,,,,,0,0,5,2020-03-01 23:53,迪丽热巴超话,['https://wx3.sinaimg.cn/large/007TxinVgy1gcev6lw8stj30u01hcqv5.jpg'],,
4477815934098883,IwElzhcj1,6574342002,娱乐圈小少爷,#电视剧三生三世枕上书#【三生三世】茶茶真实的磕到啦！看这窃喜的表情是不是和大家一样主演：迪丽热巴/高伟光L娱乐圈小少爷的微博视频,,,,电视剧三生三世枕上书,0,0,9,2020-03-01 23:52,三生三世枕上书超话,,"http://f.video.weibocdn.com/mIiw1Tqqlx07BmPPBvlC010412007n4T0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&ori=0&ps=1BVp4ysnknHVZu&Expires=1676270001&ssig=9YmiDEveTV&KID=unistore,video",
4477815925681677,IwElynQ3X,1855052595,蓝星荣耀,我为迪丽热巴贡献10影响力，超话目前还差122235影响力超越上一名！戳这里→O网页链接~跟我一起打榜应援爱豆提升排名吧~,,,,,0,0,0,2020-03-01 23:52,超话,,,
4477815921233732,IwEly5aWU,5017717581,仙绮珍宝605811439,#MIKIMOTO亚洲代言人迪丽热巴#18k金镭射金球吊坠，日本制，BlingBling无钻胜有钻，用金厚实有质感！4.5-5mm日本akoya真多麻海水珍珠，正圆基本无瑕！L仙绮珍宝605811439的微博视频,,,,MIKIMOTO亚洲代言人迪丽热巴,0,0,0,2020-03-01 23:52,微博视频号,,"http://f.video.weibocdn.com/000j0nljgx07BmPP8Nqf010412006urc0E010.mp4?label=mp4_720p&template=960x544.25.0&trans_finger=721584770189073627c6ee9d880087b3&ori=0&ps=1BVp4ysnknHVZu&Expires=1676270013&ssig=vZEVBUR9Ya&KID=unistore,video",
4477815883341484,IwElue1gU,5261655515,元锁清,#电视剧三生三世枕上书##高伟光东华帝君##迪丽热巴白凤九#看月令话这段音乐也好听，有一种悠然空灵的感觉，很配看月令花这个场景L元锁清的微博视频,,,,"电视剧三生三世枕上书,高伟光东华帝君,迪丽热巴白凤九",0,2,6,2020-03-01 23:52,荣耀V10 我AI的快,,"http://f.video.weibocdn.com/003Dls6Ggx07BmPOCQVp010412008By60E010.mp4?label=mp4_720p&template=864x486.25.0&trans_finger=721584770189073627c6ee9d880087b3&ori=0&ps=1BVp4ysnknHVZu&Expires=1676270013&ssig=MBnoulsPN0&KID=unistore,video",
4477815871208401,IwElt54ml,6333936575,冬天的雪儿wjs,@Dear-迪丽热巴我在#明星势力榜#内地榜上为你加油啦，你是我今生唯一的执著哦。棒棒哒！明星势力榜第14位,,,Dear,明星势力榜,0,0,1,2020-03-01 23:52,前后2000万 OPPO R11s,,,
